,user_id,username,alpha_badge,review_count,account_level,badges
1921,Kulinernyaberdua,Kulinernyaberdua,no badge,6,2,no badge
1922,kenyang_mantap,Luthfizar Hilmandio Akbar,no badge,38,5,no badge
1923,ReviewnyaDikadanOpik,Review Dika & Opik (@go2dika),Alfa 2021,839,17,"Steak,Dimsum,Seafood,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1924,anisaadya,Anisa Adya,Alfa 2017,1136,18,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1925,eatsss.yummy,Yummy Eats,no badge,322,12,"Steak,Kopi,Bakmi,Pasta,Dessert,"
1926,jerri_jun,jerrijun Sie,no badge,12,3,no badge
1927,renodaneswara,Renodaneswara @caesarinodswr,Alfa 2021,567,14,"Steak,Chinese Food,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,"
1928,ria_tumimomor,riamrt,Alfa 2021,711,15,"Steak,Ramen,Chinese Food,Dimsum,Seafood,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,"
1929,cecilia_octavia,Cecilia Octavia,no badge,51,6,no badge
1930,riani_rin,Riani Rin,Alfa 2021,563,15,"Dimsum,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Dessert,Bubble Tea,"
1931,cewekrakus,Levina JV (IG : @levina_eat & @levinajv),Alfa 2021,1168,18,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1932,Dellaayu90,Della Ayu,Alfa 2021,835,17,"Chinese Food,Dimsum,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1933,nabila_yasmin,Mouthgasm.jkt,Alfa 2021,1520,19,"Steak,Ramen,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1934,anisaadya,Anisa Adya,Alfa 2017,1136,18,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1935,EkaratedR,Eka M. Lestari,Alfa 2021,555,14,"Seafood,BBQ,Kopi,Bakmi,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1936,aprillia_sandra_diana,Diana Sandra,Alfa 2017,375,13,"Dimsum,Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,Bubble Tea,"
1937,frido.zh,Prido ZH,Alfa 2021,1202,19,"Steak,Ramen,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1938,yudistira,yudistira ishak abrar,Alfa 2021,2376,23,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1939,devysaa,Slimybelly,Alfa 2018,272,12,"Kopi,Pasta,Sushi,Burger,Dessert,"
1940,ramamor21,Rachmat Kartono,no badge,512,13,"Steak,Kopi,Bakmi,Pizza,Burger,Dessert,"
1941,samueldebritto,Samuel Debritto,no badge,49,7,"Kopi,Dessert,"
1942,hijriah_kamalia,Hijriah Kamalia,no badge,17,4,no badge
